customer_id,company_name,first_name,last_name,email,phone,address,city,state,zip_code,customer_type,credit_limit,payment_terms,created_date
CUST-00158,,Robert,Hayes,shawnmosley@example.org,814.452.1117x518,602 Cunningham Shoals Apt. 222,South Kylemouth,GA,38352,B2C,1000.0,Due on Receipt,2024-10-15
CUST-00159,Wilson and Sons,Susan,Smith,alexander77@example.net,9973339776,84983 Jack Centers,Benjaminton,WA,87925,B2B,23394.62,Net 60,2024-09-08
CUST-00160,,Mary,Evans,williamsrobert@example.org,(749)299-8279,5561 Bridges Circles,Thomasville,OH,91546,B2C,1000.0,Due on Receipt,2025-04-14
CUST-00161,Murphy-Gutierrez,Jason,Clark,rodriguezjessica@example.net,917.994.6954x89952,93430 Andrew Road Apt. 396,Williamsstad,NC,73955,B2B,20059.22,Net 60,2025-03-04
CUST-00162,,Dana,Smith,hannahking@example.org,448-585-0155x6990,7702 Moore Mount Suite 760,Annettemouth,OR,73269,B2C,1000.0,Due on Receipt,2024-08-06
CUST-00163,,Andrew,Ray,lauren51@example.org,605-768-2996x291,6173 Hayes Hollow,New Kevin,FL,15211,B2C,1000.0,Due on Receipt,2024-04-02
CUST-00164,Strickland Inc,Scott,Johnson,jstein@example.org,378-245-2182x30768,91570 Abigail Shoals Suite 094,West James,OH,38061,B2B,48398.45,Due on Receipt,2024-01-17
CUST-00165,"Flores, Alexander and Wilson",Edward,Hill,mullenanita@example.org,585.485.4249,9587 David Mountains,North Patrickland,FL,56398,B2B,8667.59,Due on Receipt,2024-04-16
CUST-00166,,Harold,Carlson,tjensen@example.com,981.679.2171,3329 Durham Lock Apt. 557,Johnsonfort,IL,15297,B2C,1000.0,Due on Receipt,2024-03-15
CUST-00167,,Timothy,Singleton,katrina99@example.org,516.415.8148x76963,1539 Mueller Mews Suite 832,Lake Sarahshire,ND,64284,B2C,1000.0,Due on Receipt,2023-09-13
CUST-00168,,Brittany,Ford,shortgregory@example.com,591-496-5701,27846 Gonzalez Springs,Kevinport,AL,57481,B2C,1000.0,Due on Receipt,2024-12-25
CUST-00169,,Toni,Cooper,aguilarcheryl@example.net,(524)805-8008x5140,566 Graham Forest Apt. 723,Bridgesstad,SD,55188,B2C,1000.0,Due on Receipt,2023-10-14
CUST-00170,Bright-Santiago,Dennis,Jones,thomasnicole@example.net,(921)826-7969x27868,26909 Bradford Freeway Suite 689,Arthurton,WA,74969,B2B,30151.49,Due on Receipt,2024-06-26
CUST-00171,"Richardson, Carpenter and Nixon",Christopher,Cross,steven18@example.net,737-218-9490,8795 Gomez Union Suite 420,Jessicashire,OH,34637,B2B,35155.24,Due on Receipt,2023-08-03
CUST-00172,"Kennedy, Jackson and Williams",Veronica,Lamb,mitchellchristopher@example.net,344-429-4440,752 Patton Freeway,Whitehaven,LA,04838,B2B,9205.38,Due on Receipt,2024-03-09
CUST-00173,,Tracey,Coffey,marymullins@example.com,001-863-972-3950x410,8366 Baker Pines Suite 047,Gregoryhaven,OH,90006,B2C,1000.0,Due on Receipt,2023-07-18
CUST-00174,,Connor,Schmidt,stephanie69@example.net,754-441-4967x393,001 Robert Pine Apt. 753,Johnathanton,WA,03607,B2C,1000.0,Due on Receipt,2024-10-10
CUST-00175,,Christopher,Mays,stephanielittle@example.net,619-626-9212,174 Schwartz Shores Suite 421,Kimberlyfurt,GA,51434,B2C,1000.0,Due on Receipt,2024-03-01
CUST-00176,,Wendy,Scott,gregory17@example.org,+1-662-371-2863x917,19470 Hernandez Route,North Elizabethview,WI,20372,B2C,1000.0,Due on Receipt,2024-12-11
CUST-00177,,Mark,Myers,robertsonshelby@example.com,766.618.3067x1985,15851 Hodges Highway Apt. 280,Guerreroport,NC,91711,B2C,1000.0,Due on Receipt,2024-04-15
CUST-00178,Mccoy LLC,Tom,Mcclure,imoss@example.org,909.937.6184,50506 Jason Shoal,Bentleyside,WA,20024,B2B,8472.43,Net 30,2025-01-12
CUST-00179,,Beth,Buckley,mosstracy@example.org,390.332.0204x1792,9931 Ronald Valleys,Nguyenshire,MD,72051,B2C,1000.0,Due on Receipt,2023-10-01
CUST-00180,Copeland-Mcguire,Kathryn,Watkins,bryan42@example.com,(358)827-3902,71002 Jasmine Ramp,Robertfort,LA,91249,B2B,6698.64,Net 60,2023-09-23
CUST-00181,Thomas LLC,Alexandra,Jenkins,cheryljohnson@example.org,001-379-714-5608x331,3403 Laura Spur,Jimenezburgh,NJ,88337,B2B,10897.21,Net 60,2025-06-02
CUST-00182,,Bradley,Newman,jason45@example.net,001-970-710-8220x781,53153 Joel Loop Apt. 631,Richardston,NY,57630,B2C,1000.0,Due on Receipt,2023-10-07
CUST-00183,Reilly Group,Gregory,Brooks,ocortez@example.com,835-420-9042x177,49292 Christopher Walks Suite 397,Ramirezchester,WI,96993,B2B,33113.32,Net 30,2025-04-24
CUST-00184,Wright Group,Bethany,Snow,robinvillanueva@example.com,3079806867,18063 Michael Garden Apt. 074,Lake Stephen,PA,75261,B2B,23488.64,Due on Receipt,2025-01-17
CUST-00185,"Johnson, Gibson and Ingram",Morgan,Sullivan,courtney01@example.com,001-758-204-6498x931,16579 Michael Extensions Apt. 832,Johnville,CT,85571,B2B,32476.79,Due on Receipt,2024-06-22
CUST-00186,"Crosby, Carpenter and Haley",Jason,Mcgee,lukehurst@example.net,+1-664-901-5577x8817,137 Christopher Fall Suite 112,Danielberg,WA,65555,B2B,29030.5,Net 60,2023-10-11
CUST-00187,Meyer Ltd,Andrew,Butler,thomasfisher@example.net,+1-904-931-0385x6955,9242 Perez Landing Suite 025,Stephenburgh,DC,81586,B2B,26105.7,Net 30,2025-06-03
CUST-00188,,Eugene,Nichols,teresafranco@example.net,+1-222-731-0592x7452,57828 Martinez Burg Suite 727,Ericside,MS,67008,B2C,1000.0,Due on Receipt,2024-02-29
CUST-00189,"Thornton, Wells and Roberts",Sherry,Hooper,laurenchandler@example.com,317-702-8140x69375,398 Kimberly Trafficway,Jamesland,GA,71071,B2B,39624.73,Net 60,2025-04-06
CUST-00190,,Sean,Powers,daughertypreston@example.com,799-780-5626x56504,8137 Lara Heights Apt. 662,East Jaredfort,AR,69353,B2C,1000.0,Due on Receipt,2024-03-03
CUST-00191,Fitzpatrick PLC,Katelyn,Davis,rfowler@example.com,(987)292-3264,478 Walker Turnpike Apt. 244,Martinezport,PA,55178,B2B,41056.67,Net 30,2023-11-03
CUST-00192,Knox-Newman,Anthony,Hubbard,egamble@example.net,001-659-479-6471x589,57252 Joseph Manor,Brandonport,OH,69918,B2B,33853.06,Net 60,2024-10-25
CUST-00193,,Sharon,Palmer,kathygeorge@example.org,+1-755-444-5189,84576 Mccall Estates,East Ericbury,NY,25197,B2C,1000.0,Due on Receipt,2025-02-23
CUST-00194,"Austin, Guerra and Fox",Amanda,Arnold,butlersabrina@example.org,(707)454-5279,13223 Martinez Curve Apt. 611,Port Toddchester,KY,06073,B2B,43302.47,Net 60,2023-11-16
CUST-00195,,Daniel,Mcguire,harrisonrebekah@example.org,440-711-9393,24955 Melissa Tunnel,New Ashley,CA,13490,B2C,1000.0,Due on Receipt,2025-03-14
CUST-00196,,Belinda,Smith,jenniferbrandt@example.org,001-880-813-8759x271,361 Martinez Creek,South Kathryn,KS,92871,B2C,1000.0,Due on Receipt,2024-01-26
CUST-00197,,Angela,Williams,tristan64@example.com,+1-447-238-6463x175,167 David Locks Suite 912,West Theresamouth,CO,26749,B2C,1000.0,Due on Receipt,2024-09-21
CUST-00198,,Megan,Powell,maryhardy@example.com,001-399-346-5796x784,7320 Joan Village Apt. 702,Jacobsmouth,NC,20520,B2C,1000.0,Due on Receipt,2024-02-07
CUST-00199,"Hanson, Wolf and Guerrero",April,Vasquez,qharris@example.com,784.885.8800x6167,0028 Dyer Expressway Suite 624,Freemanville,IL,75061,B2B,46871.24,Net 60,2024-11-22
CUST-00200,,Tracy,Spencer,kalvarez@example.net,7642796954,025 Pacheco Prairie,Port Patriciamouth,IA,50383,B2C,1000.0,Due on Receipt,2023-08-31
CUST-00201,,Ronnie,Braun,qbell@example.org,434.291.1415,76986 Smith Mountains Apt. 569,Morrisville,WA,64511,B2C,1000.0,Due on Receipt,2023-09-02
CUST-00202,"Leonard, Rogers and Shaw",Kathy,Morgan,michael63@example.com,+1-318-734-4049x6391,98763 Flynn Run Suite 846,Jamesfurt,GA,33434,B2B,15104.24,Net 60,2024-10-14
CUST-00203,"Chavez, Hines and White",Andrew,Warner,barbaralewis@example.net,548.496.9083x572,6513 Adams Heights Apt. 493,Allenberg,TN,25655,B2B,34248.23,Net 30,2023-07-08
CUST-00204,,John,Wilcox,bwashington@example.com,+1-203-224-2044x8207,9416 Powers Course,Hahnberg,OH,31439,B2C,1000.0,Due on Receipt,2023-09-11
CUST-00205,"Navarro, Fitzpatrick and Boyd",Maria,Herring,tyler13@example.net,355-496-3632,7649 Tracy Landing,West Amyfort,HI,89988,B2B,36323.24,Net 30,2023-12-25
CUST-00206,Suarez-Giles,Michael,Baldwin,andrew90@example.net,+1-803-648-6451x8376,34327 Suarez Trafficway Suite 041,Ruizchester,HI,44111,B2B,25187.07,Net 30,2024-12-25
CUST-00207,Mcdowell-Wilkins,Madison,Hale,bellcarrie@example.net,001-357-300-2720x634,82965 Mendoza Street,West Glenn,FL,78229,B2B,16516.58,Net 30,2025-03-20
CUST-00208,,Mark,Campbell,perryhunter@example.com,001-530-608-9317,69694 Christopher Land,New David,UT,94687,B2C,1000.0,Due on Receipt,2024-07-29
CUST-00209,,Ryan,Mora,fwilcox@example.org,533.544.7626,362 Sparks Burgs Suite 439,Solomonstad,CA,76903,B2C,1000.0,Due on Receipt,2024-11-29
CUST-00210,,Deborah,Miller,uanderson@example.net,(936)769-4118x0053,48964 Lambert Curve,New Harryburgh,OH,66528,B2C,1000.0,Due on Receipt,2024-07-03
CUST-00211,,Sarah,Humphrey,christopherpage@example.com,(841)650-2745,485 Stafford Island Suite 287,East Edgarbury,PA,24505,B2C,1000.0,Due on Receipt,2023-07-14
CUST-00212,,Thomas,Martin,fgraham@example.org,658.477.7121x513,849 Brandy Avenue,South Samantha,AR,32765,B2C,1000.0,Due on Receipt,2025-02-02
CUST-00213,,Tyler,Davis,anthony16@example.com,001-615-220-1777,97592 Michelle Unions Suite 501,Davisview,NJ,23833,B2C,1000.0,Due on Receipt,2023-12-20
CUST-00214,,Tammy,Glenn,smithjared@example.com,001-564-921-4764x925,7499 Davis Manors Suite 926,Davishaven,IL,45294,B2C,1000.0,Due on Receipt,2024-06-11
CUST-00215,"Walker, Parks and Moore",Tyler,Soto,robertssamuel@example.com,322-843-8649x0810,79454 Kayla Brook Apt. 722,Williamschester,IN,92825,B2B,31853.26,Net 30,2024-02-03
CUST-00216,,Lee,Ramsey,qhanson@example.com,(232)219-4168,02776 Turner Via Suite 641,East Alexander,MS,15169,B2C,1000.0,Due on Receipt,2025-03-11
CUST-00217,,Allen,Waller,clarkdeborah@example.net,868.231.4727,27770 Richards Flats,Ashleyfurt,NC,07175,B2C,1000.0,Due on Receipt,2024-03-02
CUST-00218,,Alan,Mccoy,fpetty@example.net,001-998-540-7678,069 Tran Grove,Smallville,CA,65353,B2C,1000.0,Due on Receipt,2024-10-12
CUST-00219,,Sheila,Reed,ssmith@example.net,975.473.8395,665 Marsh Vista Apt. 934,Lake Timothyburgh,CA,26647,B2C,1000.0,Due on Receipt,2023-10-16
CUST-00220,,Catherine,Garcia,fhahn@example.com,438.200.5452,6193 Anna Oval,Victoriastad,NY,06618,B2C,1000.0,Due on Receipt,2025-02-04
CUST-00221,,Natalie,Adams,melissarusso@example.net,+1-410-377-1199x1808,2478 Oconnor Courts,Lake Michael,CA,18559,B2C,1000.0,Due on Receipt,2023-09-20
CUST-00222,,Melinda,Gonzales,ahammond@example.org,854.582.1456x5328,6678 Acevedo Mills,Port Alejandro,OH,68310,B2C,1000.0,Due on Receipt,2023-08-10
CUST-00223,,Christopher,Edwards,ryanlong@example.org,+1-429-808-4668x4550,389 Terry Valleys Suite 341,New Matthewberg,LA,68720,B2C,1000.0,Due on Receipt,2024-08-10
CUST-00224,,Justin,Davis,adrienne20@example.org,+1-794-634-6810,01749 Shawn Freeway Apt. 544,Lake Nicholas,DC,97168,B2C,1000.0,Due on Receipt,2023-12-26
CUST-00225,Murphy PLC,James,Osborne,tgarcia@example.com,(811)606-2737x15869,677 Colon Divide Apt. 772,Lake Jasonfort,MA,04774,B2B,5915.04,Net 60,2025-01-16
CUST-00226,,Eric,Hansen,guzmanricky@example.org,(994)208-2154x544,96044 Isaac Streets,Smithside,WA,46199,B2C,1000.0,Due on Receipt,2023-08-08
CUST-00227,Butler PLC,Kyle,Chavez,kimberly79@example.org,001-828-777-7251x996,741 Jasmine Ports,Annville,FL,84900,B2B,38629.25,Net 60,2024-08-24
CUST-00228,Lee PLC,Amber,Todd,karenshaw@example.org,382-704-3397,070 Kim Mall Apt. 856,Christopherville,IL,71513,B2B,15850.67,Due on Receipt,2023-10-25
CUST-00229,,Justin,White,moorestephanie@example.net,(309)752-0046,5461 James Terrace,South William,WI,66616,B2C,1000.0,Due on Receipt,2024-04-11
CUST-00230,,Stacy,Adams,steven61@example.com,4636048913,1832 Fernandez Extension Apt. 868,Williamsmouth,WA,81861,B2C,1000.0,Due on Receipt,2024-01-27
CUST-00231,,Denise,Jackson,mahoneytimothy@example.net,665-339-8402x891,128 Johns Fords Suite 547,Johnmouth,PA,45279,B2C,1000.0,Due on Receipt,2023-11-27
CUST-00232,,Steve,Greene,sloandennis@example.org,+1-270-902-6876x811,6956 Mary Valleys,North Stevenborough,NY,58772,B2C,1000.0,Due on Receipt,2023-06-24
CUST-00233,Paul LLC,Erin,Fletcher,christopheraustin@example.com,001-833-375-0479x303,872 Donna Port Apt. 192,East Jordanshire,FL,30380,B2B,42367.26,Due on Receipt,2025-05-01
CUST-00234,,Alexandra,Casey,melaniejohnson@example.net,+1-989-948-7060x5664,030 Hull Place Suite 506,West Christopher,SC,75450,B2C,1000.0,Due on Receipt,2025-03-05
CUST-00235,,Anthony,Mclaughlin,prosario@example.org,(754)611-0760,73505 Sherry Trail,Duranmouth,NY,76383,B2C,1000.0,Due on Receipt,2023-09-21
CUST-00236,Villegas Inc,Nicholas,Wu,pattonbryan@example.com,6498611080,96399 Shawn Mountain Suite 991,Debratown,NC,60017,B2B,37222.03,Net 60,2024-07-22
CUST-00237,,Mark,Lee,smithjennifer@example.net,992.484.5679,00249 Palmer Run,Larryside,PA,19588,B2C,1000.0,Due on Receipt,2023-10-09
CUST-00238,,Terrance,Morrison,miguel08@example.net,+1-520-938-8065x3331,599 Jensen Manor Suite 217,South Jeffreytown,PA,84225,B2C,1000.0,Due on Receipt,2023-12-07
CUST-00239,"Hall, Hanson and Allen",Jessica,Cisneros,lindsay63@example.com,(405)601-5081,95003 Justin Forges Suite 258,East James,CA,23579,B2B,47001.69,Due on Receipt,2025-04-01
CUST-00240,,Jose,Garcia,nicholascobb@example.org,434-573-5528x96112,655 Rowland Gardens,Port Christinaborough,MD,70685,B2C,1000.0,Due on Receipt,2024-01-31
CUST-00241,,Kristine,Murphy,sotojoshua@example.org,997.431.7912x86857,587 Wells Prairie Suite 903,East Shannon,IL,31222,B2C,1000.0,Due on Receipt,2024-04-19
CUST-00242,Torres Group,Ashley,Walls,jonathan12@example.org,978-853-9078x9567,7546 Hayden Fort Suite 151,Meganhaven,IL,72151,B2B,17874.99,Net 30,2024-10-28
CUST-00243,Hartman and Sons,Corey,Jones,paynematthew@example.net,844-243-9284x04456,826 Jeremy Summit Apt. 738,Sharpmouth,FL,45151,B2B,17294.75,Net 60,2025-02-21
CUST-00244,,Christopher,Singleton,scarrillo@example.com,677.280.5292,553 Simmons Terrace Suite 845,New Kristenberg,AK,20645,B2C,1000.0,Due on Receipt,2024-02-28
CUST-00245,"Soto, Morrison and Franklin",Michelle,Baird,stacybrown@example.com,371.459.7412,970 James Lights,Jamieport,WA,86952,B2B,20256.65,Net 30,2024-07-28
CUST-00246,,Chad,Brown,jacksonmichele@example.com,(821)928-6716x3234,949 Wayne Spur,Hilltown,IN,19203,B2C,1000.0,Due on Receipt,2024-05-28
CUST-00247,,Caleb,Ross,aliciakent@example.com,879.501.4754x692,676 Holly Court,Haleton,KY,31918,B2C,1000.0,Due on Receipt,2025-05-04
CUST-00248,,Monica,Hill,elizabeth13@example.com,(281)951-1856x72438,76563 Johnson Glen,Lake Sallymouth,CA,88357,B2C,1000.0,Due on Receipt,2025-01-18
CUST-00249,Washington-Jones,Amy,Allen,rtaylor@example.org,(409)312-4186,427 Thompson Station,Lake Amandamouth,CA,91824,B2B,24377.32,Net 30,2023-07-24
CUST-00250,,Mary,Cain,myerskyle@example.org,+1-200-263-3533x106,13122 Robert Coves Suite 583,New Randall,TX,56584,B2C,1000.0,Due on Receipt,2023-09-18
CUST-00251,,Jesse,Rodriguez,glenn65@example.org,(937)331-4950x1364,1956 Martin Roads,Tiffanyfort,TX,09350,B2C,1000.0,Due on Receipt,2024-03-03
CUST-00252,,Andres,Barr,oreyes@example.net,589.803.0914,102 Jimenez Flats,South James,WA,05469,B2C,1000.0,Due on Receipt,2023-12-18
CUST-00253,,Sandra,George,vstevenson@example.org,250-586-4035x533,685 Scott Avenue,Port Travisborough,TN,07330,B2C,1000.0,Due on Receipt,2024-10-21
CUST-00254,,Victoria,Mays,christopherwatkins@example.org,881.467.4233,4973 Huffman Orchard,West Raymondburgh,RI,62198,B2C,1000.0,Due on Receipt,2024-05-24
CUST-00255,,Roberto,Lynch,ywolf@example.com,4666149828,4746 Jones Dale Suite 323,North Michellestad,DE,64916,B2C,1000.0,Due on Receipt,2024-04-26
CUST-00256,,Sara,Bentley,patrick49@example.org,(801)869-2364x58750,70502 Jacobs Springs,West John,PA,76305,B2C,1000.0,Due on Receipt,2024-11-12
CUST-00257,,Mckenzie,Smith,newmansabrina@example.com,001-891-683-6264x488,119 Olsen Grove Apt. 640,Port Travis,CO,13198,B2C,1000.0,Due on Receipt,2023-08-10
CUST-00258,,Kim,Butler,upena@example.com,(325)922-3728,30234 Alexander Road,Port Danaland,GA,38921,B2C,1000.0,Due on Receipt,2023-08-22
CUST-00259,,Nicholas,Hill,anthony37@example.com,+1-610-904-0901x3806,9655 Key Viaduct Apt. 566,West Morganville,NY,00905,B2C,1000.0,Due on Receipt,2024-06-05
CUST-00260,,Monica,Morales,anthonymartinez@example.net,735-279-7863x050,739 Ross Ridge Apt. 567,Lake Paulborough,KS,93816,B2C,1000.0,Due on Receipt,2023-10-06
CUST-00261,"Walter, Glover and Moran",Anthony,Jimenez,turneremily@example.net,827.217.8333x211,6434 Lynn Skyway,Lake Derekside,OR,83541,B2B,12199.4,Net 30,2024-12-31
CUST-00262,,Travis,Pope,monica99@example.org,+1-356-768-6334x1411,195 Melissa Light,West Bryanside,NV,25386,B2C,1000.0,Due on Receipt,2025-04-04
CUST-00263,,Paul,Henderson,lauren28@example.net,+1-993-916-0875x243,420 Parker Spurs,West Wendyshire,CT,63190,B2C,1000.0,Due on Receipt,2024-10-19
CUST-00264,,Maria,Simpson,zbrown@example.com,(233)802-7642,7566 Allison Haven Suite 386,East Marcusshire,NC,07595,B2C,1000.0,Due on Receipt,2025-04-07
CUST-00265,,Sarah,Torres,barbararamos@example.com,223-333-0591x2662,2018 Watkins Drive Suite 301,South Tracy,NC,90676,B2C,1000.0,Due on Receipt,2024-09-22
CUST-00266,,Stephanie,Delgado,yparsons@example.net,+1-517-264-7501x1117,1926 Cooke Squares Suite 492,West Bryanside,WA,24734,B2C,1000.0,Due on Receipt,2024-04-26
CUST-00267,"Smith, Hawkins and Herrera",Lisa,Freeman,molinajared@example.net,229-420-8751,218 York Bypass,North Williamstad,IL,71860,B2B,32229.27,Due on Receipt,2023-10-28
CUST-00268,,Rodney,Landry,wrightbrandon@example.net,387-229-7585x9883,32432 Brittany Harbors,Lake Cindy,GA,10247,B2C,1000.0,Due on Receipt,2024-08-17
CUST-00269,,Jonathan,James,ricardomiller@example.com,+1-462-783-1435x9892,0931 Martinez Creek Suite 151,Reginaview,WV,19680,B2C,1000.0,Due on Receipt,2025-04-21
CUST-00270,,Lauren,Hill,bennetttanya@example.com,712-684-9718,102 Potts Loaf Apt. 588,Woodsberg,GA,34456,B2C,1000.0,Due on Receipt,2023-06-24
CUST-00271,,Gloria,Reeves,douglasbradley@example.com,9536967275,8341 Russell Island Apt. 113,East Barbaraland,AL,97941,B2C,1000.0,Due on Receipt,2024-01-25
CUST-00272,,Angela,Vasquez,haydenroger@example.net,001-727-578-8160x930,728 Gregory Lakes,New Michael,PA,07173,B2C,1000.0,Due on Receipt,2024-05-10
CUST-00273,,Tyler,Jackson,morganerika@example.net,001-214-947-4430x963,50975 Gomez Avenue Suite 265,North Ryanborough,IL,11608,B2C,1000.0,Due on Receipt,2024-07-31
CUST-00274,,Willie,Hernandez,gentryadam@example.net,937-965-4562x841,56053 Jake Canyon,South Robert,NY,43913,B2C,1000.0,Due on Receipt,2025-05-16
CUST-00275,,Anthony,Wade,rmoyer@example.org,(478)772-5686x21102,305 Bray Street,South Timothyport,WA,64192,B2C,1000.0,Due on Receipt,2023-08-20
CUST-00276,Wright-Hernandez,William,Wright,linvirginia@example.org,+1-863-271-8923x9231,26093 Michelle Light Suite 843,West Ronald,PA,08542,B2B,16779.95,Net 60,2024-07-17
CUST-00277,Schneider-Torres,Joseph,Ramirez,jennifer35@example.org,(300)805-3474,7554 Collin Bridge,West Michael,GA,47868,B2B,49836.43,Net 60,2025-01-14
CUST-00278,,Kimberly,Rice,john43@example.net,(711)629-1093x3711,82023 Pierce Glen Suite 571,Joneschester,IL,69151,B2C,1000.0,Due on Receipt,2025-06-09
CUST-00279,,Stephanie,Gibbs,carolhorton@example.org,809-803-6788x1278,432 Ernest Forge Apt. 878,Kevinbury,GA,39345,B2C,1000.0,Due on Receipt,2024-12-18
CUST-00280,Arnold-Jackson,Brandon,Allen,bowmansheri@example.com,(740)733-8105,842 Villanueva Hill,Tracietown,DE,47094,B2B,12769.54,Due on Receipt,2023-12-04
CUST-00281,,Jessica,Ramirez,teresa89@example.org,001-464-998-3735x439,652 Davis Falls,Lopezburgh,TX,25255,B2C,1000.0,Due on Receipt,2024-09-01
CUST-00282,Harding-White,Julian,Collins,lisamcdaniel@example.org,421-263-7618,6010 David Trail,West Douglastown,CA,01732,B2B,35052.79,Due on Receipt,2025-02-20
CUST-00283,,Daniel,Fitzgerald,melissa13@example.org,397.224.5723x0848,84186 Aaron Fork,East Ronaldberg,MD,46810,B2C,1000.0,Due on Receipt,2024-11-07
CUST-00284,,Justin,Dorsey,tmcdaniel@example.org,221.431.4519x5151,8592 Hernandez Shores,Colleenport,NC,46164,B2C,1000.0,Due on Receipt,2025-04-26
CUST-00285,Nelson Group,Dorothy,Cantu,mccormickmichelle@example.org,001-725-426-7711x964,5576 Steele Loop,Devonbury,TN,50725,B2B,36930.37,Due on Receipt,2024-05-07
CUST-00286,,Andrea,Ryan,opatel@example.com,296-589-3135,8721 Rhonda Lake,West Steven,OH,72787,B2C,1000.0,Due on Receipt,2025-06-09
CUST-00287,,Robin,Sanchez,briantaylor@example.net,001-426-206-5019x179,2131 Ashley Via,Hernandezburgh,PA,62074,B2C,1000.0,Due on Receipt,2025-01-14
CUST-00288,Adkins Ltd,Stacy,Harrison,scott04@example.org,(800)992-8206,843 Huynh Groves Apt. 862,South Christine,GA,29193,B2B,15653.13,Net 60,2024-04-16
CUST-00289,,Isaiah,Reese,velasqueztaylor@example.com,+1-766-220-5634x1115,2811 Carla Throughway,Jacobborough,MA,84175,B2C,1000.0,Due on Receipt,2025-06-07
CUST-00290,,Antonio,Adams,elliottkristy@example.org,5517405468,521 Russell Streets Apt. 820,Woodston,GA,38527,B2C,1000.0,Due on Receipt,2023-10-20
CUST-00291,Fleming Inc,Nicole,Davis,nicoleaguirre@example.net,(728)689-8572,606 Jason Ridge Apt. 297,Port Alexisport,MA,72215,B2B,10839.71,Net 30,2025-04-20
CUST-00292,,Tanya,Harrington,portershawn@example.org,621-949-5511x2747,97054 Ortiz River,South Michael,AL,82372,B2C,1000.0,Due on Receipt,2024-02-15
CUST-00293,Miller-Gutierrez,Shannon,Rich,oliverdawn@example.net,880.321.4629,7157 Day Viaduct,Rodriguezburgh,TX,96416,B2B,26539.93,Net 60,2023-09-09
CUST-00294,Tate-Gonzalez,Mark,Stewart,vlewis@example.com,747-208-2723,56730 Miranda Trace Suite 442,East Chadfurt,MS,11210,B2B,8318.78,Net 60,2024-02-03
CUST-00295,,Morgan,Hayes,qwarren@example.com,(801)965-4235,265 Morrow Points Apt. 199,West Elizabeth,DE,96754,B2C,1000.0,Due on Receipt,2025-01-13
CUST-00296,,Marcia,Quinn,hernandezstephen@example.org,551.564.8072x7910,829 Robinson Fords Apt. 905,Allenport,KY,66310,B2C,1000.0,Due on Receipt,2025-03-14
CUST-00297,,Mindy,Lyons,wgutierrez@example.com,+1-468-451-2765,4649 Wanda Valley Apt. 109,Garciaside,WY,13569,B2C,1000.0,Due on Receipt,2024-10-21
CUST-00298,,Sean,Perkins,contrerasmelissa@example.org,978.861.3715,53844 Parker Underpass Suite 306,North Anthonystad,MT,68522,B2C,1000.0,Due on Receipt,2025-03-14
CUST-00299,,Joyce,Stewart,susanhaney@example.org,+1-863-496-0962,8263 Jennifer Crossroad Apt. 964,West James,OH,12725,B2C,1000.0,Due on Receipt,2023-07-06
CUST-00300,,Samuel,Fuller,anthonyzimmerman@example.org,001-660-527-5233,640 Miller Divide,Lake Traciville,GA,15041,B2C,1000.0,Due on Receipt,2024-06-07
CUST-00301,"Martinez, Thomas and Green",Henry,Jones,roberta36@example.org,606.217.1366x5722,990 Theresa Key,Cooleyside,KY,01158,B2B,11885.7,Net 30,2023-10-18
CUST-00302,,Aimee,Scott,leeanthony@example.org,682.935.1305x23124,58477 Hunt Locks,West Gerald,SD,90554,B2C,1000.0,Due on Receipt,2025-04-04
CUST-00303,,Paige,Campbell,ygarcia@example.net,823-876-7694x5919,551 Jackson Bypass,Brendaport,KY,79653,B2C,1000.0,Due on Receipt,2025-03-20
CUST-00304,"Clements, Moreno and Sanders",Danny,Lamb,wgibbs@example.org,235-752-5105,9538 Paul Rapids,New Jeff,CA,74026,B2B,16277.24,Due on Receipt,2024-01-18
CUST-00305,"Franklin, Ware and Heath",Charles,Stafford,bfleming@example.com,733-807-7046x11729,040 Rhonda Haven,Port Tammy,PA,05351,B2B,10632.66,Net 60,2025-05-12
CUST-00306,,Amanda,Rose,deanna17@example.org,(944)955-6185x79064,9103 Margaret Dam,West Michellechester,TX,30168,B2C,1000.0,Due on Receipt,2023-10-27
CUST-00307,,Christopher,Ramsey,lisa80@example.net,8406104145,97125 Karen Vista,Walshville,TX,68889,B2C,1000.0,Due on Receipt,2024-07-30
CUST-00308,,John,Woods,ubray@example.net,231.544.1583x3117,376 Tony Junctions,Port Brittany,MO,69660,B2C,1000.0,Due on Receipt,2024-07-20
CUST-00309,,Michele,Hodges,jeanette28@example.org,(535)367-9836,2491 Steven Coves Apt. 307,West Anthony,OH,87255,B2C,1000.0,Due on Receipt,2024-08-02
CUST-00310,,Shawn,Baker,gomezjason@example.com,568.850.7451x06634,489 Stone Coves,Lake Johnville,NV,29281,B2C,1000.0,Due on Receipt,2023-09-14
CUST-00311,,Brian,Johnson,john81@example.com,596.466.1347,4940 Jackson Squares,Stevensonbury,MN,22813,B2C,1000.0,Due on Receipt,2024-02-16
CUST-00312,,Erin,Jackson,rachel20@example.net,265.902.4120x9579,1009 Conley Pine,Port Dwayne,NY,12809,B2C,1000.0,Due on Receipt,2023-09-02
CUST-00313,,Kevin,Fitzgerald,whenry@example.net,374-657-0545x897,63257 John Streets,Howardland,NC,25908,B2C,1000.0,Due on Receipt,2025-06-01
